,flight_nbr,flight_time,flight_lat,flight_long
19,AC1236,1679262927,26.8134,-80.3613
20,AC859,1679262926,57.7564,-43.63
21,AC1203,1679262929,43.7253,-79.5242
22,AC145,1679262928,51.195,-109.2462
23,AC935,1679262928,41.2541,-78.1143
24,AC326,1679262927,45.73,-74.0945
25,AC336,1679262927,45.6503,-73.8876
26,AC936,1679262928,39.8898,-84.3311
27,AC983,1679262928,42.504,-78.6982
28,AC991,1679262928,30.2872,-97.3708
29,AC43,1679262927,39.8936,57.9604
30,AC945,1679262929,41.465,-72.8461
31,AC967,1679262922,32.6605,-69.838
32,AC955,1679262930,31.6173,-68.3944
33,AC9,1679262929,61.4175,-97.6831
34,AC949,1679262924,31.8971,-69.1427
35,AC1209,1679262927,36.7702,-76.6312
36,AC114,1679262927,48.0304,-88.6612
37,AC1279,1679262926,35.8751,-71.5877
38,AC391,1679262926,52.1972,-92.379
39,AC677,1679262929,45.4675,-73.7286
40,AC977,1679262926,39.7783,-111.7925
41,AC306,1679262928,48.7897,-92.998
42,AC357,1679262928,49.6536,-88.7795
43,AC63,1679262930,50.6646,-152.1109
44,AC192,1679262927,47.8494,-88.0532
45,AC1094,1679262928,39.1469,-96.5427
46,AC927,1679262927,42.7798,-76.5185
47,AC1046,1679262929,34.227,-117.186
48,AC460,1679262929,44.1187,-77.8991
49,AC7248,1679262928,32.58,-91.2355
50,AC791,1679262928,43.3667,-85.8776
51,AC8890,1679262929,41.6342,-78.7911
52,AC596,1679262927,40.3017,-85.7579
53,AC7036,1679262927,36.5414,-119.4967
54,AC265,1679262929,49.8158,-97.2603
55,AC1201,1679262928,42.2366,-79.3559
56,AC740,1679262926,41.2709,-104.1976
57,AC8109,1679262927,49.5943,-95.9943
58,AC1333,1679262922,30.365,-73.29
59,QK7693,1679262928,45.4593,-73.743
60,AC938,1679262929,35.1942,-76.7247
61,AC8711,1679262928,47.5352,-118.7497
62,AC553,1679262926,45.0451,-121.899
63,AC908,1679262927,35.5863,-77.0218
64,AC788,1679262927,39.6288,-102.8975
65,AC981,1679262927,35.7031,-90.6206
66,AC1058,1679262929,38.6034,-118.0922
67,AC8824,1679262928,45.4552,-73.756
68,AC776,1679262929,36.2529,-114.8512
69,AC170,1679262928,49.7323,-94.897
70,AC264,1679262850,43.6801,-79.6148
71,AC116,1679262927,49.5997,-106.3871
72,AC8596,1679262926,39.9334,-121.6758
73,AC8712,1679262929,44.3737,-111.5284
74,AC420,1679262928,43.8382,-78.2358
75,AC589,1679262928,42.7383,-92.2757
76,AC8726,1679262928,42.4087,-76.6021
77,AC8850,1679262927,46.326,-78.8195
78,AC8558,1679262928,46.7965,-116.9854
79,AC8879,1679262929,43.8729,-79.196
80,AC931,1679262928,33.7547,-82.1422
81,AC376,1679262928,47.3786,-80.0303
82,AC998,1679262928,27.265,-98.264
83,AC146,1679262928,50.0652,-99.5799
84,AC8981,1679262927,40.6436,-85.6117
85,QK765,1679262928,38.5064,-121.2857
86,AC8424,1679262928,56.653,-111.455
87,AC567,1679262927,45.4778,-122.2033
88,AC1039,1679262927,43.9694,-80.9558
89,AC615,1679262928,45.3606,-75.5275
90,AC1049,1679262927,44.7055,-97.4485
91,AC8880,1679262928,40.6808,-74.187
92,AC1205,1679262876,25.7922,-80.2723
93,AC8994,1679262927,40.7756,-73.8773
94,AC957,1679262929,36.621,-80.7022
95,AC8570,1679262929,40.8797,-79.0007
96,AC1337,1679262927,18.7894,-65.3192
97,AC1324,1679262927,21.2803,-100.0523
98,AC296,1679262927,49.8164,-114.2035
99,AC240,1679262927,53.1809,-114.9261
100,AC914,1679262928,38.1315,-80.3586
101,AC760,1679262854,45.4593,-73.7495
102,AC8584,1679262927,45.5785,-73.7726
103,AC599,1679262929,37.1884,-121.1472
104,AC1055,1679262928,37.8147,-113.3296
105,AC8682,1679262929,39.31,-76.4549
106,AC8654,1679262928,45.9096,-122.5109
107,AC210,1679262927,49.1089,-123.3163
108,AC554,1679262928,44.9566,-121.502
109,QK99,1679262928,53.3932,-126.4717
110,AC1320,1679262930,14.9985,-84.1608
111,AC697,1679262927,47.9577,-59.2101
112,AC741,1679262928,43.3983,-85.533
113,AC1347,1679262926,24.1727,-89.8244
114,AC1087,1679262928,35.1231,-80.6611
115,AC8993,1679262928,43.8977,-75.9727
116,AC3,1679262926,49.9482,-129.5695
117,AC8910,1679262928,42.4323,-83.9289
118,AC8748,1679262929,40.6717,-79.8057
119,QK839,1679262929,42.7664,-78.7087
120,AC8854,1679262927,41.589,-83.0908
121,AC7211,1679262928,52.2463,4.504
122,AC421,1679262927,44.6225,-77.4231
123,AC8909,1679262928,42.9929,-83.6634
124,AC7744,1679262928,49.5934,-119.3662
125,AC7711,1679262924,43.666,-78.9678
126,AC919,1679262929,28.0974,-80.8077
127,AC121,1679262928,45.0672,-81.9009
128,AC8784,1679262926,41.7908,-78.7418
129,AC8697,1679262929,42.941,-72.0817
130,AC8721,1679262929,44.2578,-83.19
131,AC1088,1679262925,41.6145,-79.9443
132,AC765,1679262928,45.4556,-73.7563
133,AC8641,1679262929,42.3803,-73.3294
134,AC8395,1679262927,50.6909,-116.2832
135,AC585,1679262927,41.4022,-74.9048
136,AC1301,1679262927,29.9978,-95.3638
137,AC959,1679262929,45.3166,-73.8849
138,AC915,1679262929,26.5157,-80.2419
139,AC345,1679262927,45.6079,-77.7166
140,AC8522,1679262924,43.4707,-79.2244
141,AC566,1679262929,49.1894,-123.1827
142,AC80,1679262929,43.6707,-79.6681
143,AC8945,1679262926,40.6972,-74.1672
144,AC8924,1679262927,40.6863,-80.2523
145,AC987,1679262929,21.8325,-86.9342
146,AC8954,1679262928,33.7699,-84.5807
147,AC118,1679262929,49.1958,-123.187
148,AC840,1679262905,43.6767,-79.6177
149,AC8362,1679262929,42.3828,-82.9235
150,AC8240,1679262926,45.9717,-80.6733
151,AC619,1679262929,44.9639,-64.358
152,AC8995,1679262928,40.7756,-73.8669
153,AC8642,1679262929,45.4592,-73.7605
154,AC8559,1679262928,45.4565,-73.7554
155,AC7719,1679262929,49.1105,-57.6965
0,AC843,1679272103,44.049,-79.3263
1,AC859,1679272103,48.6803,-73.6752
2,AC43,1679272102,42.0027,33.0292
3,AC9,1679272102,66.8086,-140.2839
4,AC357,1679272105,51.1151,-114.0214
5,AC63,1679272106,43.5526,-178.5699
6,AC791,1679272103,38.7257,-108.1303
7,AC740,1679272104,43.6787,-79.5923
8,AC776,1679272104,42.5211,-89.8717
9,AC116,1679272070,43.6795,-79.6523
10,AC589,1679272104,35.9039,-114.5219
11,AC998,1679272104,43.2431,-76.7373
12,AC1039,1679272104,40.5877,-103.3675
13,AC1049,1679272103,48.6932,-122.4467
14,AC1205,1679272103,42.4167,-79.3416
15,AC957,1679272104,17.8967,-82.9088
16,AC1337,1679272102,35.8348,-70.4672
17,AC1324,1679272104,37.3825,-82.6759
18,AC1320,1679272102,35.4977,-80.5916
19,AC741,1679272103,39.975,-108.5473
20,AC1347,1679272103,43.7877,-79.4308
21,AC3,1679272106,48.7704,-160.9257
22,AC7211,1679272102,57.4558,-23.5865
23,AC121,1679272105,49.9925,-109.235
24,AC765,1679272103,44.1487,-89.1096
25,AC585,1679272103,48.6552,-96.101
26,AC1301,1679272104,41.7763,-109.2178
27,AC8895,1679272105,40.5009,-84.4868
28,AC959,1679272102,26.9941,-77.4938
29,AC915,1679272105,43.6791,-79.6128
30,AC173,1679272103,44.8617,-81.5819
31,AC345,1679272104,50.0911,-103.0327
32,AC80,1679272098,46.6219,-47.3151
33,AC987,1679272104,38.8302,-96.7038
34,AC781,1679272103,45.0844,-81.4829
35,AC118,1679272105,48.5188,-93.0389
36,AC840,1679272106,52.7511,-51.0805
37,AC527,1679272099,45.4781,-73.7185
38,AC57,1679272106,37.5441,42.9419
39,AC8707,1679272104,38.9148,-84.5357
40,AC8559,1679272103,35.4573,-85.4144
41,AC125,1679272103,49.4855,-99.7953
42,AC8815,1679272104,39.7311,-88.777
43,AC555,1679272104,43.3662,-120.8034
44,AC155,1679272105,49.3896,-95.503
45,AC8934,1679272102,39.8748,-75.2248
46,AC549,1679272104,44.0737,-86.4642
47,AC543,1679272105,45.0829,-91.1875
48,AC8996,1679272104,40.7778,-73.877
49,AC337,1679272103,46.1147,-76.2456
50,AC743,1679272104,42.9829,-96.564
51,AC120,1679272104,49.607,-104.5351
52,AC8883,1679272102,43.667,-79.611
53,AC933,1679272104,31.9305,-93.0765
54,QK69,1679272103,45.6174,-73.4946
55,AC425,1679272104,45.402,-74.5177
56,AC8973,1679272104,39.1185,-89.0717
57,AC123,1679272103,48.4533,-90.6704
58,AC971,1679272104,29.1481,-106.0619
59,AC8595,1679272104,48.4942,-122.4446
60,AC299,1679272104,50.0059,-110.6099
61,AC8969,1679272104,43.1752,-83.0211
62,AC1072,1679272103,40.0855,-103.379
63,AC1237,1679272103,35.2125,-80.8057
64,AC8425,1679272028,51.1314,-114.0166
65,AC8337,1679272104,51.3802,-111.1255
66,AC223,1679272105,50.7066,-116.7365
67,AC311,1679272105,48.4368,-82.4543
68,AC995,1679272104,43.4438,-80.3793
69,AC216,1679272105,51.1497,-114.1647
70,AC91,1679272103,-17.367,-47.8443
71,AC907,1679272105,30.0323,-78.58
72,AC1047,1679272103,39.3759,-118.8896
73,AC906,1679272102,41.0411,-74.3909
74,AC855,1679272103,22.2161,65.7319
75,AC8787,1679272104,43.6738,-79.4312
76,AC844,1679272104,46.5326,-68.0098
77,AC157,1679272104,46.3218,-84.1411
78,AC269,1679272104,46.4198,-84.3353
79,AC8966,1679272104,42.7529,-82.3181
80,AC1065,1679272104,38.5771,-113.033
81,AC996,1679272104,46.2886,-121.2629
82,AC1423,1679272106,26.1751,-88.9864
83,QK7123,1679272103,45.5676,-68.7764
84,AC8882,1679272104,42.2691,-75.5889
85,AC792,1679272105,33.7111,-117.1339
86,AC8997,1679272105,42.7026,-75.6872
87,AC8713,1679272105,42.1153,-107.3838
88,QK16,1679272104,45.4615,-73.7389
89,AC466,1679272090,43.6815,-79.6174
90,AC36,1679272104,-24.6473,154.4088
91,AC8392,1679272103,50.5325,-115.4878
92,AC97,1679272104,-21.7871,-47.7316
93,AC886,1679272103,44.4911,-76.8529
94,AC793,1679272103,43.7287,-81.6293
95,AC8643,1679272101,42.1407,-73.3927
96,AC8957,1679272103,42.7524,-79.965
97,AC8946,1679272104,44.5139,-73.765
98,AC7779,1679272104,51.5258,-117.7497
99,AC8700,1679272103,43.5259,-79.4658
100,AC8825,1679272103,44.8639,-73.8167
101,AC8851,1679272105,45.4768,-73.7163
102,AC426,1679272105,43.5632,-79.2951
103,AC8722,1679272102,45.4575,-90.9653
104,AC8443,1679272104,50.5715,-124.7275
105,AC993,1679272103,43.2852,-80.1308
106,AC544,1679272105,20.6847,-156.0825
107,QK146,1679272100,48.6472,-123.4213
108,QK102,1679272105,59.4822,-133.5941
109,AC7747,1679272104,51.971,-109.2924
110,QK66,1679272103,49.1947,-123.1847
111,AC8612,1679272101,45.4778,-73.7175
112,AC516,1679272104,21.3069,-157.9427
113,AC50,1679272086,43.7686,-75.3046
114,AC199,1679272027,43.6796,-79.618
115,AC34,1679272101,-33.9303,151.169
116,AC7978,1679272102,43.9558,-78.2771
117,AC618,1679272087,43.6897,-79.634
118,AC8139,1679272103,52.9538,-114.1
119,AC864,1679272105,45.4606,-73.7571
120,AC8998,1679272100,43.6758,-79.6068
121,AC467,1679272104,45.321,-75.6688
122,AC8480,1679272104,49.1942,-123.1831
123,N/A,1679272080,45.4592,-73.7504
124,AC42,1679272098,43.6748,-79.6119
125,AC8646,1679272101,45.4564,-73.7557
126,QK523,1679272082,43.6788,-79.6098
127,AC174,1679272104,53.3058,-113.5861
