,Request_datetime,Location,Datetime,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
129,1679246569,"43.6816,-79.6155",2023-03-19T13:00:00,-9.1,54.4,0,0,,0,0,53.5,44.5,260,1017.2,88,24,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
130,1679246582,"45.2768,-65.5801",2023-03-19T14:00:00,-5.4,58.3,0,0,,0,0,31.3,17.6,244,1001.2,89.6,21.1,323,1.2,3,,Partially cloudy,partly-cloudy-day,"CYSJ,CWPE,E1458,CYZX,CAMS,CAFY"
131,1679246583,"43.7654,-79.9387",2023-03-19T13:00:00,-9.1,59.1,0,0,,0,0,39.5,27.6,266,1017.9,90,,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CZEL,CXHM,AV116,CXTO"
132,1679246583,"49.2899,-123.3097",2023-03-19T10:00:00,1.2,58.4,0,0,,0,0,,4.4,70,1009.2,85,,216,0.8,2,,Partially cloudy,partly-cloudy-day,"CWWA,CWSK,CWEL,CWWK,CWMM,CWSB,F1856"
133,1679246571,"45.4781,-73.7181",2023-03-19T13:00:00,-14.9,49.3,0,0,,0,0,49.4,18,228,1009.6,78,,636,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
134,1679246582,"48.9256,-123.0516",2023-03-19T10:00:00,2.3,63.2,0,0,,0,0,,8.2,1,1009.5,0,14,195,0.7,2,,Clear,clear-day,"C0213,CWEZ,KORS,CWWK"
135,1679246575,"43.6934,-79.6342",2023-03-19T13:00:00,-9.1,54.3,0,0,,0,0,53.3,44.2,260,1017.2,88,24,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
136,1679246581,"45.4739,-61.965",2023-03-19T14:00:00,-7.8,36.4,0,0,,0,0,39.7,24.3,272,1000.8,25,14,854,3.1,9,,Partially cloudy,partly-cloudy-day,"CWBK,C8739,CYPD,CXTD,CXMY,CWRN"
137,1679246581,"32.8794,-97.0301",2023-03-19T12:00:00,-9.4,29.6,0,0,,0,0,,9.5,59,1035.3,50,16,809,2.9,8,,Partially cloudy,partly-cloudy-day,"KDAL,D5264,KDFW,KGPM"
138,1679246539,"43.686,-79.6291",2023-03-19T13:00:00,-9.1,54.3,0,0,,0,0,53.4,44.3,260,1017.2,88,24,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
139,1679246583,"26.0749,-80.1463",2023-03-19T13:00:00,19.3,68.2,0,0,,0,0,,25.9,50,1017.4,88,16,272,1,3,,Partially cloudy,partly-cloudy-day,"D6169,KHWO,KFLL,KFXE"
140,1679246582,"45.4574,-73.7456",2023-03-19T13:00:00,-14.9,49.3,0,0,,0,0,50,21.4,229,1009.8,76,,636,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
141,1679246583,"45.5908,-122.5887",2023-03-19T10:00:00,0,43.2,0,0,,0,0,38.9,20,130,1007.5,83.5,16,92,0.3,1,,Partially cloudy,partly-cloudy-day,"D6016,KVUO,KPDX,KTTD"
142,1679246579,"32.7359,-117.2035",2023-03-19T10:00:00,12.7,80.3,0,0,,0,0,,7.8,180,1017.1,95.9,14.3,259,0.9,3,,Overcast,cloudy,"KNZY,KSAN,KMYF,E8360"
143,1679246574,"45.4601,-73.747",2023-03-19T13:00:00,-14.9,49.3,0,0,,0,0,50.1,21.4,229,1009.8,76,,636,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
144,1679246583,"51.1294,-114.0099",2023-03-19T11:00:00,-10.1,50.5,0,0,,0,0,,3.6,120,1019.8,0,24,367,1.3,4,,Clear,clear-day,"CPST,E5393,CXOL,CYYC"
145,1679246583,"49.1891,-123.1808",2023-03-19T10:00:00,1.6,60.6,0,0,,0,0,,0.6,2,1010,83,,216,0.8,2,,Partially cloudy,partly-cloudy-day,"CWWA,CWWK,CWMM,F1856"
146,1679246583,"48.9768,-123.6731",2023-03-19T10:00:00,2.9,72.8,0,0,,0,0,,5.4,297,1009.3,79,,139,0.5,1,,Partially cloudy,partly-cloudy-day,"CWEL,CWEZ,AU400,CWKH"
147,1679246583,"49.5164,-116.0179",2023-03-19T11:00:00,-7.5,55.8,0,0,,0,0,,0.2,350,1018.7,25,72,199,0.7,2,,Partially cloudy,partly-cloudy-day,"CWJR,YKAM8,CYXC"
148,1679246583,"43.6853,-79.6281",2023-03-19T13:00:00,-9.1,54.4,0,0,,0,0,53.4,44.4,260,1017.2,88,24,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
149,1679246570,"43.6794,-79.6135",2023-03-19T13:00:00,-9.1,54.4,0,0,,0,0,53.5,44.5,260,1017.2,88,24,619,2.2,6,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
150,1679246580,"45.4602,-73.7462",2023-03-19T13:00:00,-14.9,49.3,0,0,,0,0,50,21.3,229,1009.8,76,,636,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
151,1679250225,"-9.7345,154.9791",2023-03-20T04:00:00,23.4,74.79,2.5,100,rain,,,10.1,9.4,105.7,1008,100,17,0,,0,30,"Rain, Overcast",rain,remote
152,1679250231,"-20.9761,-175.6778",2023-03-19T06:00:00,24,94.2,0.6,100,,,0,,16.6,90,1012,88,10,0,,0,,"Rain, Partially cloudy",rain,NFTF
153,1679250229,"-4.3612,156.1225",2023-03-20T04:00:00,20.7,64.56,0,0,,,,9.4,9,18.1,1009,55.6,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,remote
154,1679250230,"34.7465,134.9967",2023-03-20T03:00:00,2.4,73,0,0,,0,0,,7.6,15,1018.9,25,10,0,,0,,Partially cloudy,partly-cloudy-night,"RJOS,RJBB,RJOO"
155,1679250230,"63.0496,-115.5959",2023-03-19T12:00:00,-20.1,55.25,0,0,,0,11.9,21.2,14.8,126.7,1026,66.4,24.1,356,1.3,4,10,Partially cloudy,partly-cloudy-day,remote
156,1679250232,"49.1949,-123.11",2023-03-19T11:00:00,1.2,53.3,0,0,,0,0,,2.5,170,1009.3,88,,282,1,3,,Partially cloudy,partly-cloudy-day,"CWWA,CWWK,CWMM,F1856"
157,1679250230,"38.4503,142.6362",2023-03-20T04:00:00,1.9,60.68,0,0,,,,37.8,31,255.9,1019,0,24.1,0,,0,10,Clear,clear-night,remote
158,1679250225,"43.6792,-79.6124",2023-03-19T14:00:00,-10,50.3,0,0,,0,0,57.5,44.5,290,1017.6,88,24,824,3,8,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
159,1679250225,"60.1105,-102.2562",2023-03-19T12:00:00,-25,73.95,0,0,,0,45.8,11.9,10.4,32.2,1030,74.1,14,497,1.8,5,10,Partially cloudy,partly-cloudy-day,remote
160,1679250229,"60.545,-47.7224",2023-03-19T15:00:00,-6.2,65.36,0,0,,,,17.6,13.7,98.5,1009,100,24.1,296,1.1,3,10,Overcast,cloudy,remote
161,1679250230,"49.4467,-66.1949",2023-03-19T14:00:00,-5.4,66.9,0,0,,0,0,55.3,41,261,992.6,12,,602,2.2,6,,Clear,clear-day,"CWSG,CWSF"
162,1679250216,"67.3512,-147.7419",2023-03-19T10:00:00,-13,71.05,0,0,,0,48.8,5.8,5.8,28.6,1006,100,24.1,82,0.3,1,10,Overcast,cloudy,remote
163,1679250230,"45.1966,-78.062",2023-03-19T14:00:00,-15.7,44,0,0,,0,0,,9,272,1013.2,67,,569,2,6,,Partially cloudy,partly-cloudy-day,"CTNK,CWRK"
164,1679250232,"22.378,65.643",2023-03-19T22:00:00,21.3,75.78,0.3,100,rain,,,17.3,15.8,243.4,1010,58.8,24.1,0,,0,60,"Rain, Partially cloudy",rain,remote
165,1679250230,"45.3485,-77.8387",2023-03-19T14:00:00,-15.9,43.3,0,0,,0,0,35.3,9.6,276,1013.1,67,,579,2.1,6,,Partially cloudy,partly-cloudy-day,"CTNK,CTPM,CWRK"
166,1679250231,"49.3587,-67.7064",2023-03-19T14:00:00,-3.6,77.5,0,0,,0,0,55.9,44.1,240,992.9,88,14,577,2.1,6,,Partially cloudy,partly-cloudy-day,"CWTG,CYBC,CWFW"
167,1679250230,"51.0229,-67.153",2023-03-19T14:00:00,-6.3,82.15,0,0,snow,0,19.9,28.8,21.6,270,989,83,1.2,390,1.4,4,10,Partially cloudy,partly-cloudy-day,remote
168,1679250230,"48.0475,-74.1081",2023-03-19T14:00:00,-15.3,63.2,0,0,,0,0,,14.8,270,1006.3,75,,547,2,5,,Partially cloudy,partly-cloudy-day,CWPK
169,1679250231,"54.8515,-58.0799",2023-03-19T15:00:00,-5,100,0.2,100,,0.1,0,40.7,24.1,10,1000.3,100,2,286,1,3,,"Snow, Overcast",snow,CYFT
170,1679250233,"72.0878,-82.0475",2023-03-19T14:00:00,-31.2,72.65,0,0,,0,36.3,10.1,9.4,21.2,1024,5,24.1,308,1.1,3,10,Clear,clear-day,remote
171,1679250233,"59.3311,-56.3191",2023-03-19T14:00:00,-5.5,75.27,0,0,,,,25.6,24.8,17.6,1005,100,24.1,140,0.5,1,10,Overcast,cloudy,remote
172,1679250229,"54.3921,-63.8164",2023-03-19T15:00:00,-12.3,83.91,0.5,100,snow,1.3,38.6,56.2,37.4,60,998,87,0.8,374,1.3,4,10,"Snow, Partially cloudy",snow,remote
173,1679250231,"28.7311,-98.9118",2023-03-19T13:00:00,3.8,56.1,0,0,,0,0,,6.4,260,1034.7,66.8,16,831,3,8,,Partially cloudy,partly-cloudy-day,"PSAT2,KPEZ,KHDO,KCOT"
174,1679250231,"43.345,-83.7818",2023-03-19T14:00:00,-5.8,56.3,0,0,,0,0,44.9,29.4,250,1019.8,6.7,16,734,2.6,7,,Clear,clear-day,"KMBS,KFNT,MIRVL,KD95,KCFS,KHYX"
175,1679250232,"37.6126,-122.3814",2023-03-19T11:00:00,10.6,93,0.5,100,,0,0,48.2,5.4,60,1009,100,3,136,0.5,1,,"Rain, Overcast",rain,"KSFO,KHWD,KOAK,HSPC1"
176,1679250229,"58.1058,-36.7213",2023-03-19T16:00:00,3.9,95.88,0.7,100,rain,,,66.6,58,47,996,100,0.9,28,0.1,0,10,"Rain, Overcast",rain,remote
177,1679250232,"36.006,-114.3961",2023-03-19T11:00:00,-5.5,28.2,0,0,,0,0,,1.6,29,1016.7,95.5,16,196,0.7,2,,Overcast,cloudy,"KHND,KLAS,KLSV,CMP04"
178,1679250230,"50.2962,6.7192",2023-03-19T19:00:00,6.8,85.2,0,0,,0,0,,4.2,212,1015.6,90.2,10,5,0,0,,Overcast,cloudy,"EDFH,AR293,ETAD,EBLB"
179,1679250230,"22.6236,-104.142",2023-03-19T12:00:00,-5.5,16.66,0,0,,0,0,24.1,15.8,233.9,1017,3.8,24.1,948,3.4,9,10,Clear,clear-day,remote
180,1679250231,"27.6527,-76.7595",2023-03-19T13:00:00,21.3,85.39,0,0,,0,0,23,20.2,320,1017,49,16.3,673,2.4,7,30,Partially cloudy,partly-cloudy-day,remote
181,1679250225,"69.1679,-73.6813",2023-03-19T14:00:00,-27,63.8,0,0,,0,0,,6.5,49.9,1019,4.7,,369,1.3,4,,Clear,clear-day,CWLX
182,1679250230,"43.7901,-95.7567",2023-03-19T13:00:00,-7.3,65.7,0,0,,0,0,50.8,42.3,213,1020.1,0,16,838,3,8,,Clear,clear-day,"KDVP,KOTG,E3286,KLYV"
183,1679250230,"14.8779,-63.1986",2023-03-19T14:00:00,21.2,78.99,1.1,100,rain,,,31,27.7,101.3,1016,10.3,11.1,945,3.4,9,10,Rain,rain,remote
184,1679250229,"55.5625,-55.3817",2023-03-19T14:00:00,-3.4,86.24,0,0,,,,25.2,22.7,114.3,999,99.9,24.1,472,1.7,5,10,Overcast,cloudy,remote
185,1679250230,"31.9142,-92.7539",2023-03-19T13:00:00,-6.5,32.6,0,0,,0,0,38,19.6,322,1033.1,0,16,821,3,8,,Clear,clear-day,"GUML1,KIER,KAEX,KESF"
186,1679250230,"34.5535,-77.4506",2023-03-19T14:00:00,-5.9,27.6,0,0,,0,0,25.9,13.5,317,1020.2,0,16,929,3.3,9,,Clear,clear-day,"KNCA,KNJM,CLJN7,KOAJ"
187,1679250232,"18.5632,-87.8454",2023-03-19T13:00:00,21,55.3,0.6,100,,0,0,,0,360,1015.4,50,11,957,3.4,10,,"Rain, Partially cloudy",rain,MMCM
188,1679250230,"26.9947,-93.8459",2023-03-19T12:00:00,6.5,53.61,0,0,,0,0,57.6,51.8,30,1031,87,16.3,654,2.4,7,10,Partially cloudy,wind,remote
189,1679250230,"43.1745,-85.8869",2023-03-19T14:00:00,-7.9,52.9,0,0,,0,3,42,26,268,1023.7,6.2,16,501,1.8,5,,Clear,clear-day,"KBIV,MICNK,KMKG,KGRR"
190,1679250210,"18.3655,-83.2743",2023-03-19T12:00:00,21.4,73.59,0,0,,,,25.6,24.1,156.3,1015,100,24.1,917,3.3,9,10,Overcast,cloudy,remote
191,1679250231,"42.8748,-87.4648",2023-03-19T13:00:00,-12,32.7,0,0,,0,0,40.4,26.7,262,1024.2,0,16,144,0.5,1,,Clear,clear-day,"KENW,C6595,KRAC,KMKE"
192,1679250230,"27.4621,-79.3612",2023-03-19T13:00:00,20,86.83,0.3,100,rain,0,0,42.5,31.3,350,1018,92,16.3,520,1.9,5,10,"Rain, Overcast",rain,remote
193,1679250233,"69.0767,-40.5289",2023-03-19T15:00:00,-29.4,75.75,0,0,,0,170.8,16.6,13.7,144.6,1024,100,3.7,207,0.7,2,10,Overcast,cloudy,remote
194,1679250230,"51.2812,-110.4054",2023-03-19T12:00:00,-9.5,66.8,0,0,,0,0,,5.3,281,1020.1,26,,557,2,6,,Partially cloudy,partly-cloudy-day,"CXOY,CWGY,CXCS,CWJX"
195,1679250229,"49.9744,-114.2945",2023-03-19T12:00:00,-7.8,43.9,0,0,,0,0,,3.5,57,1017.4,10,,558,2,6,,Clear,clear-day,"CWDK,CWRT,CWGW"
196,1679250231,"52.5188,-108.7675",2023-03-19T12:00:00,-12.6,57.4,0,0,,0,0,,3.6,28,1019.9,0,11,893,3.2,9,,Clear,clear-day,"CYQW,CWTS,CPQW,F2726"
197,1679250231,"35.3601,-80.7268",2023-03-19T14:00:00,-8,33.5,0,0,,0,0,,14.6,43,1023,0.4,16,934,3.4,9,,Clear,clear-day,"KEQY,KCLT,KJQF,F0730"
198,1679250230,"42.8451,-89.0027",2023-03-19T13:00:00,-13.5,32.1,0,0,,0,0,30.7,18,246,1023.4,0,16,542,2,5,,Clear,clear-day,"F3620,KRYV,KC29,KMSN"
199,1679250229,"46.5384,-84.9641",2023-03-19T14:00:00,-9.7,50.3,0,0,,0.5,0,35.1,23.5,264,1013.1,64.4,16,669,2.4,7,,Partially cloudy,snow,"KANJ,KERY,KCIU,RACM4"
200,1679250232,"47.4817,-82.0896",2023-03-19T14:00:00,-11.5,56.37,0,0,,0,5.4,36,24.5,270,1011,80,14.5,444,1.6,4,10,Partially cloudy,partly-cloudy-day,remote
201,1679250230,"35.4865,-100.8745",2023-03-19T13:00:00,-8.2,29.6,0,0,,0,0,31.7,24.6,180,1027.4,0,16,825,3,8,,Clear,clear-day,"WHRT2,KPPA,KBGD,KBPC"
202,1679250229,"48.6013,-90.7118",2023-03-19T14:00:00,-15.1,36.1,0,0,,0,0,,12.3,257,1009.4,36,,732,2.6,7,,Partially cloudy,partly-cloudy-day,"CWCH,SEAM5,CWDV"
203,1679250232,"49.1994,-123.1776",2023-03-19T11:00:00,1.4,54.2,0,0,,0,0,,2.4,179,1009.3,85,,282,1,3,,Partially cloudy,partly-cloudy-day,"CWWA,CWWK,CWMM,F1856"
204,1679250232,"44.3251,-95.886",2023-03-19T13:00:00,-8.8,53,0,0,,0,0,55.3,42.6,224,1017.8,0,15.5,750,2.7,8,,Clear,clear-day,"KDVP,KMML,KTKC,AT653"
205,1679250230,"34.0196,-118.4026",2023-03-19T11:00:00,9.5,68.5,0,0,,0,0,,2.1,348,1015.5,100,16,130,0.5,1,,Overcast,cloudy,"KHHR,KVNY,KBUR,KSMO,SE428,KLAX"
206,1679250231,"47.0874,-97.027",2023-03-19T13:00:00,-11.3,65,0,0,,0,0,,18.3,189,1014.3,0,16,569,2,6,,Clear,clear-day,"KBAC,KJKJ,KFAR,C9825"
207,1679250232,"38.6902,-104.8672",2023-03-19T12:00:00,-12.5,26.3,0,0,,0,0,,13.7,113,1015,1.8,16,833,3,8,,Clear,clear-day,"KFCS,KCWN,FCRC2,KCOS"
208,1679250230,"30.4579,-82.2885",2023-03-19T14:00:00,0.1,38,0,0,,0,0,,9.8,348,1022.4,43.4,16,795,2.9,8,,Partially cloudy,partly-cloudy-day,"KJAX,KNIP,KLCQ,EDTF1"
209,1679250230,"47.8684,-98.2947",2023-03-19T13:00:00,-9.4,72.8,0,0,,0,0,,17.3,297,1013.6,5.9,16,674,2.4,7,,Clear,clear-day,"FRTN8,KS32,KRDR,KDVL"
210,1679250224,"43.6807,-79.6161",2023-03-19T14:00:00,-10,50.3,0,0,,0,0,57.5,44.5,290,1017.6,88,24,824,3,8,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
211,1679250232,"50.4223,-99.12",2023-03-19T13:00:00,-10,68,0,0,,0,0,,14.8,0,1015.2,68,,525,1.9,5,,Partially cloudy,partly-cloudy-day,CWZE
212,1679250198,"43.6756,-79.6164",2023-03-19T14:00:00,-10,50.4,0,0,,0,0,57.5,44.5,290,1017.6,88,24,824,3,8,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
213,1679250230,"42.049,-73.5423",2023-03-19T14:00:00,-12.8,39.3,0,0,,0,0,44.3,23.9,287,1013.5,97.5,16,328,1.2,3,,Overcast,cloudy,"E3197,KPOU,KPSF,KBAF"
214,1679250230,"45.212,-76.7304",2023-03-19T14:00:00,-14.7,55.48,0,0,,0,46.5,40.3,27.4,280,1014,64,16.3,470,1.7,5,10,Partially cloudy,partly-cloudy-day,remote
215,1679250232,"41.3059,-95.6956",2023-03-19T13:00:00,-13.5,28.3,0,0,,0,0,41.9,26.6,235,1025.2,0,16,864,3.1,9,,Clear,clear-day,"KOFF,HITI4,KOMA,KCBF"
216,1679250232,"49.6128,-101.9162",2023-03-19T12:00:00,-12,72.9,0,0,,0,0,,13,10,1016.3,20,,638,2.3,6,,Clear,clear-day,CWEI
217,1679250233,"44.7329,-137.8508",2023-03-19T09:00:00,0.6,62.88,0,0,,,,16.2,11.5,186,1013,5,24.1,364,1.3,4,10,Clear,clear-day,remote
218,1679250227,"43.6668,-79.6152",2023-03-19T14:00:00,-10,50.4,0,0,,0,0,57.5,44.6,290,1017.6,88,24,824,3,8,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
219,1679250231,"42.5901,-108.7857",2023-03-19T12:00:00,-10.4,55.3,0,0,,0,0,,6.3,34,1019.7,0,16,715,2.6,7,,Clear,clear-day,"KLND,KRIW,ANDW4"
220,1679250226,"45.4592,-73.749",2023-03-19T14:00:00,-15.4,44.9,0,0,,0,0,45.7,22.4,233,1010.7,78,,762,2.7,8,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
221,1679250231,"56.0539,-5.7635",2023-03-19T18:00:00,4.5,83.53,0.7,100,rain,0,0,14.4,9.4,138.3,1011,100,,,,,,"Rain, Overcast",rain,remote
222,1679250230,"50.0083,-111.8693",2023-03-19T12:00:00,-6,69.9,0,0,,0,0,,4.5,333,1020.6,20,,608,2.2,6,,Clear,clear-day,"CXBW,CWXL,E9034,CPFI,CPEH"
223,1679250230,"45.457,-73.7539",2023-03-19T14:00:00,-15.4,44.9,0,0,,0,0,45.8,22.8,235,1010.7,78,,762,2.7,8,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
224,1679250229,"49.6076,-105.3844",2023-03-19T12:00:00,-10.7,68,0,0,,0,0,,19.8,316,1017.2,55,,578,2.1,6,,Partially cloudy,partly-cloudy-day,"CWKO,CWAQ,CWJI"
225,1679250231,"49.8985,-94.8306",2023-03-19T13:00:00,-15.5,44.5,0,0,,0,0,,6.6,261,1011.6,19,22.1,634,2.3,6,,Clear,clear-day,"KFGN,CTKR,CYQK"
226,1679250227,"31.0249,-77.7966",2023-03-19T13:00:00,11.7,65.39,0,0,,0,0,28.8,25.9,320,1018,62,16.3,634,2.3,6,10,Partially cloudy,partly-cloudy-day,remote
227,1679250231,"33.5229,-80.8873",2023-03-19T14:00:00,-5.1,28.4,0,0,,0,0,,0.5,360,1021.1,0,16,819,2.9,8,,Clear,clear-day,"TT478,KCUB,KMMT,KOGB"
228,1679250230,"49.771,-97.2191",2023-03-19T13:00:00,-12.7,59.9,0,0,,0,0,,16.3,8,1014.1,25,24,681,2.5,7,,Partially cloudy,partly-cloudy-day,"CXWN,CWPG,F2399,CYWG"
229,1679250232,"44.869,-64.3979",2023-03-19T15:00:00,-1.2,80.4,0.023,100,,0,0,38.6,18.1,246,1000.8,88,5,336,1.2,3,,"Rain, Partially cloudy",rain,"CXKT,AS082,CYZX,CWKG"
230,1679250232,"41.5046,-117.6322",2023-03-19T11:00:00,-5.6,36.6,0,0,,0,0,,7.6,50,1009.4,100,16,274,1,3,,Overcast,cloudy,"KWMC,MORN2"
231,1679250232,"36.9514,-89.1538",2023-03-19T13:00:00,-10,41.1,0,0,,0,0,27.7,12,282,1031.5,5.6,16,659,2.4,7,,Clear,clear-day,"KCIR,KCGI,KPAH,AT712"
232,1679250232,"42.2312,-105.5782",2023-03-19T12:00:00,-16.6,15.2,0,0,,0,0,55.4,35.3,270,1016.2,0,16,723,2.6,7,,Clear,clear-day,"DODW4,KDGW"
233,1679250229,"34.9503,-80.8016",2023-03-19T14:00:00,-7.8,31.2,0,0,,0,0,22.3,7.8,306,1022.3,0,16,849,3.1,8,,Clear,clear-day,"D2685,KEQY,KUZA,KLKR"
234,1679250231,"43.2088,-118.5293",2023-03-19T11:00:00,-3.2,59.8,0,0,,0,0,,14.8,90,1011.8,0,16,354,1.3,4,,Clear,clear-day,"RLFO3,KBNO"
235,1679250231,"40.9524,-120.7308",2023-03-19T11:00:00,0,91.7,1,100,,1.5,0,,5.4,50,1010,100,3,221,0.8,2,,"Snow, Overcast",snow,"VYAC1,KAAT"
236,1679250232,"44.7582,-119.8521",2023-03-19T11:00:00,-2.7,52.9,0,0,,0,0,35.3,24.1,150,1010,82,16.3,451,1.6,5,10,Partially cloudy,partly-cloudy-day,remote
237,1679250230,"44.7746,-107.6456",2023-03-19T12:00:00,-11.6,29.3,0,0,,0,0,,13,153,1016.4,0,16,639,2.3,6,,Clear,clear-day,"KSHR,KGEY,BUJW4,KU68"
238,1679250232,"48.3609,-59.9416",2023-03-19T15:00:00,-2.3,86.99,0,0,,0,,65.9,51.5,253.4,994,9.7,24.1,498,1.8,5,10,Clear,wind,remote
239,1679250231,"42.8895,-123.2657",2023-03-19T11:00:00,3.7,88.5,0.265,100,,0,0,37.1,10.3,99,1006.6,100,7.5,162,0.6,2,,"Rain, Overcast",rain,"KSXT,KMFR,SVFO3,KRBG"
240,1679250232,"41.3598,-120.4978",2023-03-19T11:00:00,0,91.7,1,100,,0,0,,5.4,50,1010,100,3,91,0.3,1,,"Rain, Overcast",rain,"JPRC1,KAAT"
241,1679250230,"43.693,-79.6367",2023-03-19T14:00:00,-10,50.2,0,0,,0,0,57.2,44.2,289,1017.6,88,24,824,3,8,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
242,1679250232,"45.459,-74.8494",2023-03-19T14:00:00,-17,42.9,0,0,,0,0,41.4,23.5,276,1012.9,100,16,737,2.7,7,,Overcast,cloudy,"KMSS,CWBZ,CTCK,F4738"
243,1679250230,"47.7755,-88.0078",2023-03-19T14:00:00,-9.2,48.9,0,0,,0,0,40.3,20.5,295,1011.7,0,16,402,1.4,4,,Clear,clear-day,"KCMX,KP59,OJIM4"
244,1679250231,"46.0996,-65.3378",2023-03-19T15:00:00,-6.4,57.9,0,0,,0,0,39.5,24.6,247,998.8,88,24,591,2.1,6,,Partially cloudy,partly-cloudy-day,"CAKC,CAMS,CYQM,CAFY"
245,1679250231,"38.191,-83.0907",2023-03-19T14:00:00,-12.1,41.2,0,0,,0,0,27.7,8.7,290,1028.4,92.7,16,552,2,6,,Overcast,cloudy,"TRMK2,KJKL,KDWU,KSYM,KHTS"
246,1679250232,"47.7339,-52.8911",2023-03-19T15:00:00,2.8,99.5,0.2,100,,0,0,30.3,18.4,219,992.7,100,2,166,0.6,2,,"Rain, Overcast",rain,"D3545,CAJW,CWVW,CYYT"
247,1679250231,"38.1278,-91.5451",2023-03-19T13:00:00,-10.9,41.4,0,0,,0,0,31,15.4,271,1031.7,0,16,868,3.1,9,,Clear,clear-day,"F7335,KTBN,KVIH,KFYG"
248,1679250230,"44.2732,-69.2667",2023-03-19T14:00:00,-14.1,31.5,0,0,,1.5,0,41,25,265,1006.2,93.1,16,584,2.1,6,,Overcast,snow,"KWVL,KRKD,0770W,KAUG"
249,1679250230,"32.1748,-77.8778",2023-03-19T13:00:00,9.3,64.87,0,0,,0,0,34.6,31.7,350,1018,45,16.3,751,2.7,8,10,Partially cloudy,partly-cloudy-day,remote
250,1679250230,"36.5487,-121.0495",2023-03-19T11:00:00,8.5,74.4,0.14,100,,0,0,51.1,30.3,83,1010.1,92.8,14.4,107,0.4,1,,"Rain, Overcast",rain,"PCLC1,KCVH,KMRY,KWVI,KE16,KSNS"
251,1679250231,"45.9174,-67.3331",2023-03-19T15:00:00,-15.5,28.4,0,0,,0,0,45.6,26.8,260,1000.7,96.2,15.4,749,2.7,7,,Overcast,cloudy,"CAFC,KHUL,CWSS,CYFC,C9690"
252,1679250231,"49.5894,-121.7759",2023-03-19T11:00:00,-0.4,49.5,0,0,,0,0,,11,44,1010.9,16,19.5,288,1,3,,Clear,clear-day,"CWZA,C5201,CYXX,CWMM,CYHE,CVLY"
253,1679250231,"49.1944,-123.1855",2023-03-19T11:00:00,1.4,54.1,0,0,,0,0,,2.4,178,1009.3,85,,282,1,3,,Partially cloudy,partly-cloudy-day,"CWWA,CWWK,CWMM,F1856"
254,1679250230,"45.1357,-69.4485",2023-03-19T14:00:00,-12.2,48.2,0,0,,0,0,43.6,17.1,262,1004.3,93.2,16,563,2,6,,Overcast,cloudy,"KBGR,KWVL,KGNR,RA004"
255,1679250230,"43.2906,-86.6697",2023-03-19T14:00:00,-8,51.6,0,0,,0,3,42.5,26.5,262,1023.3,0,16,758,2.7,8,,Clear,clear-day,"KBIV,KLDM,D5272,KMKG"
256,1679250231,"45.5861,-68.564",2023-03-19T14:00:00,-15,31.8,0,0,,0,0,48.1,20.3,280,1003.8,100,16,523,1.9,5,,Overcast,cloudy,"KGNR,KMLT,RA007"
257,1679250229,"42.1481,-75.6168",2023-03-19T14:00:00,-10.9,53.9,0,0,,0.5,0,46.2,26.3,296,1015.6,98.6,10.1,192,0.7,2,,Overcast,snow,"KITH,KN03,KBGM,F3119"
