,Request_datetime,Location,Datetime,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
385,1679254969,"36.233,-78.8874",2023-03-19T15:00:00,-10.5,28.2,0,0,,0,0,28.7,12.8,350,1021.5,4.9,16,828,3,8,,Clear,clear-day,"KLHZ,KDAN,KHNZ,KW63,F5745,KRDU,KW78"
386,1679254968,"46.6777,-84.9949",2023-03-19T15:00:00,-10,47.3,0,0,,0,0,33.2,20,255,1012.5,32.6,16,123,0.4,1,,Partially cloudy,partly-cloudy-day,"KANJ,KERY,KCIU,SPCM4"
387,1679254969,"41.9995,-120.7099",2023-03-19T12:00:00,1.6,92.5,0.8,100,,0,0,,0,0,1010.4,100,15.5,175,0.6,2,,"Rain, Overcast",rain,"KAAT,LAKO,KLKV"
388,1679254969,"50.974,-115.2069",2023-03-19T13:00:00,-12,31.1,0,0,,0,0,,9.6,254,1018.3,0,14,399,1.4,4,,Clear,clear-day,"CWXA,CYBW,E7122,CWZG"
389,1679254968,"47.6784,-83.8089",2023-03-19T15:00:00,-6.9,83.4,0,0,,0,0,35.3,12.5,240,1010.4,100,17.5,300,1.1,3,,Overcast,cloudy,"CYLD,CYXZ"
390,1679254967,"36.5011,-81.6238",2023-03-19T15:00:00,-13.3,40.3,0,0,,0,0,29.1,20.4,312,1019.8,12.8,16,788,2.8,8,,Clear,clear-day,"KVJI,KGEV,KTNB,E6072"
391,1679254963,"25.6578,-71.2422",2023-03-19T14:00:00,18.3,67.57,0,0,,0,0,27.4,23,170,1019,36,16.3,800,2.9,8,10,Partially cloudy,partly-cloudy-day,remote
392,1679254969,"50.2679,-101.5049",2023-03-19T13:00:00,-9.5,73.4,0,0,,0,0,,19.5,7,1016.7,36,,629,2.3,6,,Partially cloudy,partly-cloudy-day,"CWIK,CWUT"
393,1679254967,"51.8294,-98.9014",2023-03-19T14:00:00,-11.3,59.03,0,0,,0,0,30.2,20.2,10,1017,57,16.3,520,1.9,5,10,Partially cloudy,partly-cloudy-day,remote
394,1679254970,"-28.4026,-51.1378",2023-03-19T16:00:00,8.1,25.59,0,0,,0,0,11.5,9.4,189.1,1011,100,24.1,621,2.2,6,10,Overcast,cloudy,remote
395,1679254970,"40.8472,-77.973",2023-03-19T15:00:00,-13,43,0,0,,0,0,50.5,31.1,309,1019.2,88.7,16,219,0.8,2,,Partially cloudy,partly-cloudy-day,"KUNV,C9087,KAOO,KFIG"
396,1679254968,"25.7423,-100.2157",2023-03-19T13:00:00,2,93.1,0,0,,0,0,,9.4,360,1032.2,100,1,26,0.1,0,,Overcast,cloudy,"MMIO,E0076"
397,1679254968,"31.4925,-77.8327",2023-03-19T14:00:00,11,64.02,0,0,,0,0,30.2,28.8,340,1018,49,16.3,685,2.5,7,10,Partially cloudy,partly-cloudy-day,remote
398,1679254968,"24.1808,-78.7886",2023-03-19T15:00:00,21.9,84.44,0,0,,0,,14.4,13,180,1016,58,16.3,812,2.9,8,30,Partially cloudy,partly-cloudy-day,remote
399,1679254968,"41.2379,-85.3028",2023-03-19T15:00:00,-9.7,43.6,0,0,,0,0,37.3,23.7,280,1024.7,7.8,16,547,2,5,,Clear,clear-day,"KGWB,KFWA,KASW,E9087"
400,1679254968,"32.931,72.9702",2023-03-20T00:00:00,8.7,62.29,0,0,,0,0,4,3.6,166.4,1009,1.4,24.1,0,,0,3,Clear,clear-night,remote
401,1679254969,"44.0663,-70.2253",2023-03-19T15:00:00,-12.8,35.8,0,0,,0,0,37.2,25.9,240,1007.8,99.8,16,208,0.7,2,,Overcast,cloudy,"KLEW,KIWI,E0924,KAUG"
402,1679254967,"24.2187,-69.9322",2023-03-19T14:00:00,18.7,67.65,0,0,,0,,21.6,20.2,150,1019,73,16.3,771,2.8,8,10,Partially cloudy,partly-cloudy-day,remote
403,1679254970,"40.2126,-82.5804",2023-03-19T15:00:00,-10.2,46.2,0,0,,0,0,31.7,22.2,261,1024.8,90.8,16,290,1,3,,Overcast,cloudy,"KCMH,K4I3,KVTA,E2896"
404,1679254969,"18.6992,-62.0998",2023-03-19T15:00:00,19.9,72.9,0,0,rain,0,,32,29.9,79.8,1018,16.3,24.1,797,2.9,8,10,Clear,clear-day,remote
405,1679254969,"42.2314,-74.6009",2023-03-19T15:00:00,-10,54.7,0,0,,0,0,37.1,20.5,260,1015.4,100,16,745,2.7,7,,Overcast,cloudy,"KMSV,D7831"
406,1679254969,"41.4436,-81.8044",2023-03-19T15:00:00,-9.5,49.3,0,0,,0,0,38.9,27.2,260,1024.7,98,16,445,1.6,4,,Overcast,cloudy,"KLPR,KCLE,KBKL,D8932"
407,1679254969,"18.5189,-62.0654",2023-03-19T15:00:00,20,72.92,0,0,,0,,33.1,30.2,77.6,1018,6.6,24.1,817,2.9,8,10,Clear,clear-day,remote
408,1679254970,"47.0999,-80.9574",2023-03-19T15:00:00,-12,53.8,0,0,,0,0,38.9,24.1,260,1012.5,100,32,671,2.4,7,,Overcast,cloudy,"E2430,CYSB"
409,1679254969,"48.8818,-57.7523",2023-03-19T17:00:00,-2,91.7,0,0,,0,0,43.1,23.6,249,992.3,88,24,212,0.8,2,,Partially cloudy,partly-cloudy-day,"CWKB,CXRH,CYDF,CAJT,CYJT"
410,1679254969,"17.2416,-64.0584",2023-03-19T15:00:00,20.7,73.04,0,0,,0,,36,31.7,82.2,1017,0,24.1,836,3,8,10,Clear,clear-day,remote
411,1679254968,"49.4434,-117.5818",2023-03-19T12:00:00,-3.5,48.2,0,0,,0,0,,14,1,1015.7,50,24,663,2.4,7,,Partially cloudy,partly-cloudy-day,"CYCG,DMFW1,CXWF,CWNM"
412,1679254968,"21.8713,-66.0049",2023-03-19T15:00:00,17.5,63.49,0,0,rain,0,,27,26.3,113.8,1019,99.5,24.1,736,2.6,7,10,Overcast,cloudy,remote
413,1679254969,"45.5355,-73.6388",2023-03-19T15:00:00,-15.8,43,0,0,,0,0,40.3,10.6,236,1010.7,73,,630,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,C8027,CWTA"
414,1679254967,"43.6816,-79.6155",2023-03-19T15:00:00,-8.1,54.4,0,0,,0,0,57.5,40.6,270,1017.7,88,24,334,1.2,3,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
415,1679254969,"45.9705,-66.1573",2023-03-19T16:00:00,-14.3,29.9,0,0,,0,0,49.5,34.3,258,1000.6,55.5,15.4,265,1,3,,Partially cloudy,partly-cloudy-day,"CYSJ,CAFC,CYFC,C9690"
416,1679254968,"47.0717,-69.1153",2023-03-19T15:00:00,-9.9,57.5,0,0,,0,0,60.2,41.8,247,999.2,100,16,193,0.7,2,,Overcast,cloudy,"F7026,KFVE,CWST"
417,1679254955,"43.6811,-79.6154",2023-03-19T15:00:00,-8.1,54.4,0,0,,0,0,57.5,40.6,270,1017.7,88,24,334,1.2,3,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
418,1679254969,"42.2904,-84.6524",2023-03-19T15:00:00,-8,47.2,0,0,,0,0,43.6,23.1,245,1022.3,0,16,600,2.2,6,,Clear,clear-day,"KRMY,KFPK,KJXN,F7691"
419,1679254970,"47.6259,-55.1206",2023-03-19T17:00:00,-1,80.5,0,0,,0,0,50,27.7,280,995.2,81.1,,146,0.5,1,,Partially cloudy,partly-cloudy-day,CWTM
420,1679254969,"24.6439,-110.6645",2023-03-19T12:00:00,16.3,79.75,0,0,,0,0,15.8,14.4,100,1016,1,16.3,949,3.4,9,10,Clear,clear-day,remote
421,1679254968,"44.4651,-73.957",2023-03-19T15:00:00,-17.1,44.8,0,0,,0,0,37.1,18.8,275,1011.5,99.1,16,439,1.6,4,,Overcast,cloudy,"KSLK,MVAN6,KPBG,KBTV"
422,1679254969,"49.0744,-121.3949",2023-03-19T12:00:00,-0.9,44.2,0,0,,0,0,31.7,13,52,1009.8,17.4,19.9,177,0.6,2,,Clear,clear-day,"CWZA,CWPR,CYXX,HZCW1,CYHE"
423,1679254967,"45.3206,-75.6639",2023-03-19T15:00:00,-16.1,45.1,0,0,,0,0,40.7,27.7,270,1013.5,25,24,638,2.3,6,,Partially cloudy,partly-cloudy-day,"CXKE,CYOW,CTCK,E6946"
424,1679254964,"45.3214,-75.6677",2023-03-19T15:00:00,-16.1,45.1,0,0,,0,0,40.7,27.7,270,1013.5,25,24,638,2.3,6,,Partially cloudy,partly-cloudy-day,"CXKE,CYOW,CTCK,E6946"
425,1679254968,"44.7701,-73.8969",2023-03-19T15:00:00,-16.9,40.6,0,0,,0,0,38,19.4,282,1011.7,100,16,551,2,6,,Overcast,cloudy,"CWIT,KSLK,SFAN6,KPBG"
426,1679254968,"49.5833,-124.5065",2023-03-19T12:00:00,5.9,82.9,0,0,,0,0,,7.3,342,1009.1,100,32,313,1.1,3,,Overcast,cloudy,"CWGB,CWEL,F8972,CYQQ,CWGT"
427,1679254968,"50.5169,-115.2334",2023-03-19T13:00:00,-13.1,28.9,0,0,,0,0,,6.3,311,1017.2,9,,678,2.4,7,,Clear,clear-day,"CWXA,CNPK,CWZG"
428,1679254969,"32.65,-117.0741",2023-03-19T12:00:00,12.2,70,0,0,,0,0,,13.1,182,1016.4,59.8,15.2,352,1.3,4,,Partially cloudy,partly-cloudy-day,"KNZY,KSDM,KSAN,E7837"
429,1679254971,"23.8659,-87.1035",2023-03-19T13:00:00,20.3,86.33,0.5,100,rain,0,,63.4,53.3,20,1019,100,12.8,122,0.4,1,10,"Rain, Overcast",rain,remote
430,1679254950,"45.4574,-73.7456",2023-03-19T15:00:00,-15.9,44.3,0,0,,0,0,40.7,18.9,255,1011.3,71,,630,2.3,6,,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWIZ,C8027,CWTA"
431,1679254970,"43.7513,-79.4971",2023-03-19T15:00:00,-9.4,48.2,0,0,,0,0,56.9,40,269,1017.5,88,24,158,0.6,2,,Partially cloudy,partly-cloudy-day,"CXHM,F3871,CWWZ,CYYZ,CXTO"
432,1679254969,"49.1892,-123.2871",2023-03-19T12:00:00,1.7,56,0,0,,0,0,,3.4,278,1008.6,87,,336,1.2,3,,Partially cloudy,partly-cloudy-day,"CWWA,CWEL,CWEZ,CWWK,CWMM,F1856"
433,1679254969,"40.4882,-81.069",2023-03-19T15:00:00,-11.3,45.2,0,0,,0,0,29.5,15.5,269,1025,100,15.7,607,2.2,6,,Overcast,cloudy,"KCAK,KPHD,F8932,KHLG"
434,1679254968,"20.5215,-103.3015",2023-03-19T13:00:00,-2.7,15.28,0,0,,0,0,17.6,8.6,202.9,1014,0,24.1,1041,3.7,10,10,Clear,clear-day,remote
435,1679254960,"29.9591,-95.3403",2023-03-19T14:00:00,-3.9,31,0,0,,0,0,35.2,16.5,330,1032.5,87.4,16,417,1.5,4,,Partially cloudy,partly-cloudy-day,"E8324,KIAH,KDWH,KMCJ"
436,1679254968,"45.8611,-67.8544",2023-03-19T15:00:00,-15.4,32.1,0,0,,0,0,56.2,29.4,260,1001.6,89.8,16,642,2.3,6,,Partially cloudy,partly-cloudy-day,"C3817,KHUL,KMLT"
437,1679254964,"29.9882,-95.349",2023-03-19T14:00:00,-3.9,31,0,0,,0,0,35.2,16.5,330,1032.5,86.9,16,241,0.9,2,,Partially cloudy,partly-cloudy-day,"E3763,KIAH,KDWH,KMCJ"
438,1679254967,"43.6608,-79.6861",2023-03-19T15:00:00,-8.4,53.3,0,0,,0,0,57,40,270,1017.7,88,24,334,1.2,3,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,AV116,CXTO"
439,1679254970,"51.105,-114.0214",2023-03-19T13:00:00,-12,32.3,0,0,,0,0,,7.6,90,1018.6,0,16,569,2,6,,Clear,clear-day,"CPST,CWXA,E5393,CXOL,CYYC"
440,1679254968,"43.6921,-79.6381",2023-03-19T15:00:00,-8.2,53.9,0,0,,0,0,57.3,40.4,270,1017.7,88,24,334,1.2,3,,Partially cloudy,partly-cloudy-day,"CXVN,CXHM,CYYZ,CWWZ,AV116,CXTO"
441,1679254940,"40.7741,-73.867",2023-03-19T15:00:00,-14.9,25,0,0,,0,0,42.5,27.8,261,1015.9,53,16,204,0.7,2,,Partially cloudy,partly-cloudy-day,"D9152,KJFK,KLGA,KNYC"
442,1679254925,"25.7926,-80.2835",2023-03-19T15:00:00,19.3,66.2,0,0,,0,0,,7.6,30,1016.7,99.9,16,215,0.8,2,,Overcast,cloudy,"0235W,KMIA,KOPF,KTMB"
443,1679254969,"37.619,-122.3824",2023-03-19T12:00:00,10.6,89.9,0.995,100,,0,0,31.7,5.5,31,1008.9,100,3.1,197,0.7,2,,"Rain, Overcast",rain,"KSFO,KHWD,KOAK,HSPC1"
444,1679254967,"45.3102,-75.6777",2023-03-19T15:00:00,-16.1,45.1,0,0,,0,0,40.7,27.7,270,1013.5,25,24,638,2.3,6,,Partially cloudy,partly-cloudy-day,"CXKE,CYOW,CTCK,E6946"
445,1679254970,"47.6245,-52.7393",2023-03-19T17:00:00,3,100,0,0,,0,0,68.4,48.2,270,992.9,100,3,37,0.1,0,,Overcast,cloudy,"D3545,CAJW,CWVW,CYYT"
446,1679258823,"-27.122,153.1373",2023-03-20T06:00:00,18.7,89.9,0.1,100,,0,0,,11.1,231,1019,50,8.7,9,0,0,,"Rain, Partially cloudy",rain,"YAMB,E5738,YBBN"
447,1679258824,"-36.8725,175.0703",2023-03-20T09:00:00,15,93.8,0,0,,0,0,,1.8,170,1022,0.5,10,272,1,3,,Clear,clear-day,"E0594,NZAA"
448,1679258822,"-23.417,154.0302",2023-03-20T06:00:00,22.8,79.21,0,0,rain,0,,40,36,99.1,1015,43,24.1,1,0,0,10,Partially cloudy,partly-cloudy-day,remote
449,1679258823,"24.2478,120.2486",2023-03-20T04:00:00,17,93.9,0.1,100,,0,0,,5.4,10,1013,88,6,0,,0,,"Rain, Partially cloudy",rain,RCMQ
450,1679258823,"49.3005,-86.4068",2023-03-19T16:00:00,-7.7,67.5,0,0,,0,0,,7.6,250,1010,63,,378,1.4,4,,Partially cloudy,partly-cloudy-day,CWCJ
451,1679258821,"31.9572,125.5642",2023-03-20T04:00:00,8,78.56,0,0,,0,,10.1,9.7,62.3,1017,100,24.1,0,,0,10,Overcast,cloudy,remote
452,1679258824,"46.3717,-75.8901",2023-03-19T16:00:00,-17.1,42.1,0,0,,0,0,27.7,16.6,250,1012.1,80,,319,1.1,3,,Partially cloudy,partly-cloudy-day,CWMJ
453,1679258821,"49.6591,-74.6041",2023-03-19T16:00:00,-13,57.7,0,0,,0,0,35.3,22.3,250,1004.8,100,14,327,1.2,3,,Overcast,cloudy,CYMT
454,1679258821,"59.7788,-106.1784",2023-03-19T14:00:00,-20,55.7,0,0,,0,0,,13,90,1028.8,0,14,539,1.9,5,,Clear,clear-day,CYSF
455,1679258822,"43.8432,-79.4132",2023-03-19T16:00:00,-8,55.9,0,0,,0,0,46.6,33.7,265,1017.7,85,,131,0.5,1,,Partially cloudy,partly-cloudy-day,"CXBI,F3871,CWWZ,CXTO"
456,1679258822,"56.1487,-110.1341",2023-03-19T14:00:00,-5.3,74.21,0,0,snow,0,24.8,15.8,10.1,110,1019,57,16.2,243,0.9,2,10,Partially cloudy,partly-cloudy-day,remote
457,1679258823,"45.7076,-73.1285",2023-03-19T16:00:00,-14.5,47.2,0,0,,0,0,39.7,22,241,1011.4,78,,351,1.3,4,,Partially cloudy,partly-cloudy-day,"F7305,CWEW,CWIZ,CMGB,CWTA"
458,1679258821,"51.8508,-67.0205",2023-03-19T16:00:00,-5.7,81.02,0.3,100,snow,0.5,33.5,23,14.4,0,987,84,2.6,203,0.7,2,10,"Snow, Partially cloudy",snow,remote
459,1679258822,"57.0129,-108.401",2023-03-19T14:00:00,-8.7,84.36,0,0,,0,77.2,11.5,9.7,110.8,1022,100,15.7,532,1.9,5,10,Overcast,cloudy,remote
460,1679258817,"67.0306,-92.0464",2023-03-19T14:00:00,-25.1,78.61,0,0,,0,27.7,13,6.8,317.1,1029,78.2,5,338,1.2,3,10,Partially cloudy,partly-cloudy-day,remote
461,1679258823,"21.3025,-87.1109",2023-03-19T15:00:00,22.8,83.54,1.5,100,rain,0,0,13.7,7.9,357.4,1014,65.3,5.4,853,3.1,9,30,"Rain, Partially cloudy",rain,remote
462,1679258824,"40.6819,-74.1844",2023-03-19T16:00:00,-13.2,25.6,0,0,,0,0,42.3,28.8,290,1016.7,50,16,67,0.2,1,,Partially cloudy,partly-cloudy-day,"KEWR,E5816,KJRB,KNYC"
463,1679258823,"49.1627,-122.8321",2023-03-19T13:00:00,0.5,42.3,0,0,,0,0,,2.3,258,1007.9,81,,315,1.1,3,,Partially cloudy,partly-cloudy-day,"CWWA,D1341,CWWK,CWMM"
464,1679258825,"33.0584,-149.9507",2023-03-19T10:00:00,6.8,61.05,0,0,,0,,42.8,41,338,1021,100,24.1,186,0.7,2,10,Overcast,cloudy,remote
465,1679258825,"59.9936,-40.1058",2023-03-19T17:00:00,-0.4,80.03,0,0,,0,,61.9,56.5,45.8,1008,95.9,24.1,66,0.2,1,10,Overcast,wind,remote
466,1679258822,"44.012,-89.9294",2023-03-19T15:00:00,-13.2,30.1,0,0,,0,0,37.4,24.2,230,1020.5,0,16,775,2.8,8,,Clear,clear-day,"KISW,KVOK,NEHW3,K82C"
467,1679258824,"46.0648,-74.682",2023-03-19T16:00:00,-17,36.4,0,0,,0,0,51.8,9.9,269,1010.6,50,72,359,1.3,4,,Partially cloudy,partly-cloudy-day,"CWJT,F4610,CYMX"
468,1679258823,"28.1052,-109.0262",2023-03-19T14:00:00,5.5,55.45,0,0,,0,0,24.5,20.2,210,1017,45,16.2,714,2.6,7,10,Partially cloudy,partly-cloudy-day,remote
469,1679258824,"28.6485,-93.1532",2023-03-19T14:00:00,3.1,53.4,0,0,,0,0,43.2,38.9,10,1030,30,16.2,847,3,8,10,Partially cloudy,partly-cloudy-day,remote
470,1679258824,"51.4681,-113.2647",2023-03-19T14:00:00,-8,56.9,0,0,,0,0,,6.6,258,1019,11,,673,2.4,7,,Clear,clear-day,"CPST,CWDZ,CXMO,CWHI,E2516"
471,1679258824,"39.1081,-107.9263",2023-03-19T14:00:00,-8.6,27,0,0,,0,0,,9.6,348,1019.7,46.5,16,889,3.2,9,,Partially cloudy,partly-cloudy-day,"JAYC2,KAJZ,KGJT,KRIL"
472,1679258824,"47.2967,-94.7717",2023-03-19T15:00:00,-12.2,33.4,0,0,,0,0,25.9,16.5,231,1009.4,0,16,676,2.4,7,,Clear,clear-day,"KY49,CASM5,KBJI,KPKD"
473,1679258824,"50.0583,-101.6147",2023-03-19T14:00:00,-10.6,65.3,0,0,,0,0,,11.2,10,1017.6,57,,562,2,6,,Partially cloudy,partly-cloudy-day,CWIK
474,1679258824,"33.6393,-84.4215",2023-03-19T16:00:00,-8.3,32.3,0,0,,0,0,42.5,27.7,310,1023.7,49.7,16,765,2.8,8,,Partially cloudy,partly-cloudy-day,"KFTY,F6303,KATL,KPDK"
475,1679258823,"45.4604,-81.8591",2023-03-19T16:00:00,-6.5,60.8,0,0,,0,0,38.9,25.9,246,1014.1,0,14,414,1.5,4,,Clear,clear-day,"CTTR,CTZE,CYZE"
476,1679258821,"29.1635,-74.744",2023-03-19T15:00:00,20.7,90.67,0.5,100,rain,0,0,40.3,25.9,250,1016,72,16.2,452,1.6,5,10,"Rain, Partially cloudy",rain,remote
477,1679258824,"32.9686,-77.8667",2023-03-19T15:00:00,5.5,59.95,0,0,,0,0,28.8,25.9,360,1020,7,16.2,656,2.4,7,10,Clear,clear-day,remote
478,1679258824,"29.6996,-79.0116",2023-03-19T15:00:00,11.9,64.62,0,0,,0,0,36,31.7,340,1018,89,16.2,235,0.8,2,10,Partially cloudy,partly-cloudy-day,remote
479,1679258823,"32.4106,-83.9049",2023-03-19T16:00:00,-7.8,26.4,0,0,,0,0,31.3,22.7,284,1023.3,0,16,724,2.6,7,,Clear,clear-day,"F6157,KPXE,KMCN,KWRB"
480,1679258817,"57.7686,-26.504",2023-03-19T18:00:00,8.2,98.65,0.3,100,rain,0,,43.6,32.8,118.9,997,100,5.7,2,0,0,10,"Rain, Overcast",rain,remote
481,1679258823,"46.3655,-83.5613",2023-03-19T16:00:00,-8.9,47.4,0,0,,0,0,38.9,18.5,257,1012.2,0,16,572,2.1,6,,Clear,clear-day,"KANJ,KDRM,KCIU,RYDM4"
482,1679258822,"35.8074,-80.5334",2023-03-19T16:00:00,-10.4,27.1,0,0,,0,0,29.9,11.6,303,1021.5,0,16,671,2.4,7,,Clear,clear-day,"AV564,KINT,KJQF,KHBI,KEXX"
483,1679258823,"49.4793,-96.0853",2023-03-19T15:00:00,-12.7,46.8,0,0,,0,0,,11.7,265,1011.6,0,16,606,2.2,6,,Clear,clear-day,"KROX,F5311,CWSU,KRRT,CWEA"
484,1679258823,"34.2898,-118.9256",2023-03-19T13:00:00,6.9,57.1,0,0,,0,0,,12.7,59,1016.2,100,15.6,378,1.4,4,,Overcast,cloudy,"KNTD,SE226,KOXR,KCMA"
485,1679258817,"33.6187,-73.5247",2023-03-19T15:00:00,11.1,73.16,0,0,,0,0,23,21.6,360,1016,98,16.2,54,0.2,1,10,Overcast,cloudy,remote
486,1679258823,"47.9841,-87.6174",2023-03-19T16:00:00,-11.6,35,0,0,,0,0,48.2,24.1,310,1009.7,54,,532,1.9,5,,Partially cloudy,partly-cloudy-day,"KP59,OJIM4"
487,1679258823,"49.0163,-85.8409",2023-03-19T16:00:00,-7.7,67.5,0,0,,0,0,,7.6,250,1010,67,,352,1.3,4,,Partially cloudy,partly-cloudy-day,CWCJ
488,1679258822,"-23.4462,-46.5145",2023-03-19T17:00:00,20.9,74.9,0.3,100,,0,0,,15,149,1016,27.3,10,15,0.1,0,,"Rain, Partially cloudy",rain,"SBMT,SBSP,F7461,SBGR"
489,1679258823,"32.2692,-92.7328",2023-03-19T15:00:00,-8.4,29,0,0,,0,0,26.5,15.7,1,1031.2,0,16,507,1.8,5,,Clear,clear-day,"KRSN,KIER,KMLU,F8890"
490,1679258823,"46.0697,-80.3804",2023-03-19T16:00:00,-11,50.2,0,0,,0,0,33.5,16.6,250,1011.9,88,32,684,2.5,7,,Partially cloudy,partly-cloudy-day,"E2430,CYSB"
491,1679258823,"39.8045,-78.3151",2023-03-19T16:00:00,-12.9,33.7,0,0,,0,0,41.2,28.9,301,1021.1,63.3,16,643,2.3,6,,Partially cloudy,partly-cloudy-day,"GRDM2,KMRB,KHMZ,KHGR"
492,1679258822,"33.1189,-78.0952",2023-03-19T15:00:00,3.9,56.5,0,0,,0,0,24.5,23,360,1020,4,16.2,685,2.5,7,10,Clear,clear-day,remote
493,1679258824,"36.8874,-92.5807",2023-03-19T15:00:00,-12.7,27.8,0,0,,0,0,,12.7,319,1030.5,0,16,672,2.4,7,,Clear,clear-day,"KBPK,F7663,KUNO,KFLP"
494,1679258822,"38.5421,68.8483",2023-03-20T01:00:00,8,87.3,0.6,100,,0,0,,10.8,60,1013,25.5,10,0,,0,,"Rain, Partially cloudy",rain,"UTDD,UTDT"
495,1679258821,"32.2649,-71.4623",2023-03-19T15:00:00,17.9,90.48,1.8,100,rain,0,0,27.4,20.2,290,1016,85,16.2,165,0.6,2,10,"Rain, Partially cloudy",rain,remote
496,1679258817,"26.0294,-64.7121",2023-03-19T16:00:00,15.4,61.52,0,0,rain,0,,19.1,18,148.3,1022,58.9,24.1,629,2.3,6,10,Partially cloudy,partly-cloudy-day,remote
497,1679258825,"25.2126,-64.2558",2023-03-19T16:00:00,15.5,60.44,0,0,,0,,22.3,20.9,128.2,1022,14.6,24.1,581,2.1,6,10,Clear,clear-day,remote
498,1679258821,"55.1045,-85.2727",2023-03-19T16:00:00,-23,60.1,0,0,,0,0,29.4,20.3,351,1012.7,25,14,454,1.6,5,,Partially cloudy,partly-cloudy-day,"CWWN,CYPO"
499,1679258821,"24.2424,-66.642",2023-03-19T16:00:00,16.5,61.77,0.1,100,rain,0,,24.5,22.7,133.8,1020,99.7,24.1,466,1.7,5,10,"Rain, Overcast",rain,remote
500,1679258823,"27.5368,-78.6007",2023-03-19T15:00:00,19.1,84.13,0,0,,0,0,33.1,30.2,360,1017,94,11.1,252,0.9,3,10,Overcast,cloudy,remote
501,1679258823,"49.6,-103.63",2023-03-19T14:00:00,-10.2,82.2,0,0,,0,0,,18.1,327,1017,0,12.2,687,2.5,7,,Clear,clear-day,"CYEN,E1708,KD50,CWWF"
502,1679258817,"28.846,-67.664",2023-03-19T15:00:00,19.1,84.13,0,0,rain,0,,34.6,25.9,180,1020,30,16.2,608,2.2,6,10,Partially cloudy,partly-cloudy-day,remote
503,1679258822,"43.535,-79.4256",2023-03-19T16:00:00,-7.5,57.2,0,0,,0,0,48.3,38.2,269,1018.1,100,14,181,0.7,2,,Overcast,cloudy,"CXVN,CYTZ,CXHM,CWWZ,CXTO,F0888"
504,1679258822,"44.9669,-76.2737",2023-03-19T16:00:00,-16.1,39,0,0,,0,0,33.5,18.5,269,1013.6,25,24,362,1.3,4,,Partially cloudy,partly-cloudy-day,"CXKE,CTBO,CYOW,D0340,CXOA"
505,1679258823,"49.9753,-79.8809",2023-03-19T16:00:00,-14.5,56.4,0,0,,0,86.8,28.8,18.7,280,1008,57,16.2,425,1.5,4,10,Partially cloudy,partly-cloudy-day,remote
506,1679258819,"45.3205,-75.6697",2023-03-19T16:00:00,-15.1,45.4,0,0,,0,0,35.3,22.3,260,1013.6,25,24,524,1.9,5,,Partially cloudy,partly-cloudy-day,"CXKE,CYOW,CTCK,E6946"
507,1679258821,"47.137,-64.5448",2023-03-19T17:00:00,-9.2,45.9,0,0,,0,0,36.8,23.5,246,997.1,22,,393,1.4,4,,Partially cloudy,partly-cloudy-day,"CWXS,CACQ,CWNE,CAKC"
508,1679258823,"31.9322,-110.9223",2023-03-19T13:00:00,-1,24.3,0,0,,0,0,35.3,24.5,120,1016.5,32.4,16,733,2.6,7,,Partially cloudy,partly-cloudy-day,"KTUS,AZM38,KOLS,KDMA"
509,1679258822,"49.5733,-107.8414",2023-03-19T14:00:00,-9.1,71.3,0,0,,0,0,,7.5,243,1018.7,39,,711,2.6,7,,Partially cloudy,partly-cloudy-day,"CWVN,CWVC"
510,1679258824,"46.03,-78.7082",2023-03-19T16:00:00,-16.6,35.4,0,0,,0,0,38.9,16.8,260,1012.7,88,48,271,1,3,,Partially cloudy,partly-cloudy-day,"CYYB,CTNK,F0018"
511,1679258825,"50.723,-137.8226",2023-03-19T11:00:00,-1.8,63.63,0,0,,0,,14.4,14,151.1,1011,5,24.1,584,2.1,6,10,Clear,clear-day,remote
512,1679258823,"50.3134,-101.9935",2023-03-19T14:00:00,-10.6,65.3,0,0,,0,0,,11.2,10,1017.6,57,,577,2.1,6,,Partially cloudy,partly-cloudy-day,CWIK
513,1679258822,"36.2174,-107.5706",2023-03-19T14:00:00,-6.1,46.09,0,0,,0,0,25.9,24.1,160,1024,56,16.2,846,3,8,10,Partially cloudy,partly-cloudy-day,remote
514,1679258824,"33.0958,-82.4021",2023-03-19T16:00:00,-9.6,21.4,0,0,,0,0,31.7,13.8,305,1021,0,16,739,2.7,7,,Clear,clear-day,"KAGS,KHQU,KDNL,LOUG1"
515,1679258824,"42.2807,-120.8627",2023-03-19T13:00:00,2.1,86.8,0.23,100,,0,0,38.9,6,32,1009.1,100,16,269,1,3,,"Rain, Overcast",rain,"STFO3,KLMT,KLKV"
516,1679258823,"38.987,-89.5428",2023-03-19T15:00:00,-10.8,37,0,0,,0,0,,7.8,250,1029.3,0,16,459,1.7,5,,Clear,clear-day,"E7647,KBLV,KSLO,KALN"
